School,Year,Level,Size
Bluefield Family of Schools,East Wiltshire Intermediate,2000,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2000,Grade 7,186
Bluefield Family of Schools,East Wiltshire Intermediate,2000,Grade 8,189
Bluefield Family of Schools,East Wiltshire Intermediate,2000,Grade 9,245
Bluefield Family of Schools,East Wiltshire Intermediate,2000,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2000,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2000,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 7,198
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 8,187
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 9,196
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2001,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 7,219
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 8,201
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 9,191
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2002,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 7,195
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 8,218
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 9,196
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2003,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 7,184
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 8,199
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 9,223
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2004,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 7,198
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 8,188
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 9,196
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2005,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 7,186
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 8,196
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 9,188
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2006,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 7,186
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 8,187
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 9,199
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2007,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 7,190
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 8,187
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 9,180
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2008,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 7,179
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 8,196
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 9,185
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2009,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 7,192
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 8,178
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 9,201
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2010,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 7,182
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 8,190
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 9,185
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2011,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 7,187
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 8,173
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 9,186
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2012,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 7,162
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 8,185
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 9,178
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2013,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 7,185
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 8,165
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 9,192
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2014,Grade 12,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,K,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 1,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 2,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 3,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 4,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 5,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 6,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 7,209
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 8,186
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 9,168
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 10,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 11,0
Bluefield Family of Schools,East Wiltshire Intermediate,2015,Grade 12,0
Bluefield Family of Schools,Eliot River Elementary,1999,K,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 1,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 2,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 3,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 4,139
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 5,131
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 6,133
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 7,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 8,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 9,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 10,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 11,0
Bluefield Family of Schools,Eliot River Elementary,1999,Grade 12,0
Bluefield Family of Schools,Eliot River Elementary,2000,K,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 1,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 2,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 3,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 4,143
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 5,144
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 6,130
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 7,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 8,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 9,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 10,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 11,0
Bluefield Family of Schools,Eliot River Elementary,2000,Grade 12,0
Bluefield Family of Schools,Eliot River Elementary,2001,K,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 1,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 2,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 3,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 4,132
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 5,150
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 6,157
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 7,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 8,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 9,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 10,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 11,0
Bluefield Family of Schools,Eliot River Elementary,2001,Grade 12,0
Bluefield Family of Schools,Eliot River Elementary,2002,K,0
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 1,0
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 2,0
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 3,0
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 4,151
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 5,136
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 6,150
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 7,0
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 8,0
Bluefield Family of Schools,Eliot River Elementary,2002,Grade 9,0
